Register_No,Name,Department,Subject_1,Mark_1,Subject_2,Mark_2,Subject_3,Mark_3,Attendance_%,Current_GPA
15712,Student_5712,ECE,VLSI Design,64,Digital Electronics,98,Signal Processing,88,65,8.33
15713,Student_5713,MECH,Thermodynamics,49,Fluid Mechanics,43,Robotics,53,81,4.83
15714,Student_5714,CSE,Data Science,46,Operating Systems,95,Cyber Security,96,84,7.9
15715,Student_5715,CSE,Data Science,78,Operating Systems,72,Cyber Security,78,68,7.6
15716,Student_5716,EEE,Power Systems,79,Control Theory,85,Electric Machines,63,67,7.57
15717,Student_5717,CSE,Data Science,76,Operating Systems,84,Cyber Security,55,77,7.17
15718,Student_5718,CSE,Data Science,62,Operating Systems,48,Cyber Security,58,70,5.6
15719,Student_5719,ECE,VLSI Design,60,Digital Electronics,99,Signal Processing,73,92,7.73
15720,Student_5720,EEE,Power Systems,78,Control Theory,71,Electric Machines,57,80,6.87
15721,Student_5721,IT,Data Science,62,Cloud Computing,89,Web Frameworks,54,75,6.83
15722,Student_5722,ECE,VLSI Design,58,Digital Electronics,81,Signal Processing,88,94,7.57
15723,Student_5723,MECH,Thermodynamics,47,Fluid Mechanics,82,Robotics,90,65,7.3
15724,Student_5724,MECH,Thermodynamics,62,Fluid Mechanics,46,Robotics,48,71,5.2
15725,Student_5725,EEE,Power Systems,83,Control Theory,53,Electric Machines,56,71,6.4
15726,Student_5726,ECE,VLSI Design,78,Digital Electronics,89,Signal Processing,99,84,8.87
15727,Student_5727,IT,Data Science,71,Cloud Computing,95,Web Frameworks,51,65,7.23
15728,Student_5728,EEE,Power Systems,63,Control Theory,96,Electric Machines,86,92,8.17
15729,Student_5729,MECH,Thermodynamics,77,Fluid Mechanics,85,Robotics,78,72,8.0
15730,Student_5730,EEE,Power Systems,76,Control Theory,41,Electric Machines,99,72,7.2
15731,Student_5731,ECE,VLSI Design,78,Digital Electronics,86,Signal Processing,84,69,8.27
15732,Student_5732,IT,Data Science,86,Cloud Computing,65,Web Frameworks,85,85,7.87
15733,Student_5733,MECH,Thermodynamics,91,Fluid Mechanics,52,Robotics,83,93,7.53
15734,Student_5734,EEE,Power Systems,89,Control Theory,74,Electric Machines,51,72,7.13
15735,Student_5735,CSE,Data Science,85,Operating Systems,75,Cyber Security,51,75,7.03
15736,Student_5736,CSE,Data Science,45,Operating Systems,71,Cyber Security,77,87,6.43
15737,Student_5737,IT,Data Science,53,Cloud Computing,44,Web Frameworks,87,93,6.13
15738,Student_5738,IT,Data Science,42,Cloud Computing,98,Web Frameworks,40,81,6.0
15739,Student_5739,MECH,Thermodynamics,68,Fluid Mechanics,63,Robotics,89,74,7.33
15740,Student_5740,ECE,VLSI Design,42,Digital Electronics,96,Signal Processing,64,65,6.73
15741,Student_5741,IT,Data Science,97,Cloud Computing,98,Web Frameworks,49,92,8.13
15742,Student_5742,MECH,Thermodynamics,53,Fluid Mechanics,73,Robotics,67,85,6.43
15743,Student_5743,MECH,Thermodynamics,87,Fluid Mechanics,90,Robotics,88,95,8.83
15744,Student_5744,IT,Data Science,80,Cloud Computing,77,Web Frameworks,95,94,8.4
15745,Student_5745,ECE,VLSI Design,53,Digital Electronics,55,Signal Processing,93,98,6.7
15746,Student_5746,EEE,Power Systems,56,Control Theory,56,Electric Machines,88,94,6.67
15747,Student_5747,ECE,VLSI Design,92,Digital Electronics,45,Signal Processing,53,97,6.33
15748,Student_5748,MECH,Thermodynamics,62,Fluid Mechanics,44,Robotics,52,96,5.27
15749,Student_5749,MECH,Thermodynamics,42,Fluid Mechanics,77,Robotics,61,76,6.0
15750,Student_5750,MECH,Thermodynamics,73,Fluid Mechanics,63,Robotics,90,65,7.53
15751,Student_5751,ECE,VLSI Design,68,Digital Electronics,57,Signal Processing,52,88,5.9
15752,Student_5752,MECH,Thermodynamics,90,Fluid Mechanics,94,Robotics,83,77,8.9
15753,Student_5753,CSE,Data Science,83,Operating Systems,98,Cyber Security,50,75,7.7
15754,Student_5754,EEE,Power Systems,92,Control Theory,80,Electric Machines,56,81,7.6
15755,Student_5755,MECH,Thermodynamics,77,Fluid Mechanics,74,Robotics,80,99,7.7
15756,Student_5756,EEE,Power Systems,92,Control Theory,68,Electric Machines,55,92,7.17
15757,Student_5757,EEE,Power Systems,95,Control Theory,46,Electric Machines,62,98,6.77
15758,Student_5758,IT,Data Science,66,Cloud Computing,61,Web Frameworks,67,87,6.47
15759,Student_5759,MECH,Thermodynamics,63,Fluid Mechanics,49,Robotics,84,81,6.53
15760,Student_5760,ECE,VLSI Design,49,Digital Electronics,63,Signal Processing,74,95,6.2
15761,Student_5761,ECE,VLSI Design,64,Digital Electronics,73,Signal Processing,78,93,7.17
15762,Student_5762,ECE,VLSI Design,72,Digital Electronics,72,Signal Processing,49,99,6.43
15763,Student_5763,MECH,Thermodynamics,81,Fluid Mechanics,76,Robotics,77,65,7.8
15764,Student_5764,IT,Data Science,78,Cloud Computing,47,Web Frameworks,63,70,6.27
15765,Student_5765,ECE,VLSI Design,89,Digital Electronics,52,Signal Processing,99,90,8.0
15766,Student_5766,IT,Data Science,76,Cloud Computing,75,Web Frameworks,54,88,6.83
15767,Student_5767,IT,Data Science,81,Cloud Computing,54,Web Frameworks,57,77,6.4
15768,Student_5768,CSE,Data Science,77,Operating Systems,78,Cyber Security,42,78,6.57
15769,Student_5769,ECE,VLSI Design,92,Digital Electronics,67,Signal Processing,62,77,7.37
15770,Student_5770,EEE,Power Systems,73,Control Theory,90,Electric Machines,62,79,7.5
15771,Student_5771,EEE,Power Systems,42,Control Theory,70,Electric Machines,81,78,6.43
15772,Student_5772,ECE,VLSI Design,64,Digital Electronics,84,Signal Processing,92,89,8.0
15773,Student_5773,MECH,Thermodynamics,74,Fluid Mechanics,84,Robotics,58,83,7.2
15774,Student_5774,IT,Data Science,54,Cloud Computing,88,Web Frameworks,82,99,7.47
15775,Student_5775,EEE,Power Systems,52,Control Theory,43,Electric Machines,81,80,5.87
15776,Student_5776,CSE,Data Science,52,Operating Systems,80,Cyber Security,82,87,7.13
15777,Student_5777,ECE,VLSI Design,72,Digital Electronics,90,Signal Processing,84,91,8.2
15778,Student_5778,CSE,Data Science,81,Operating Systems,77,Cyber Security,92,96,8.33
15779,Student_5779,CSE,Data Science,79,Operating Systems,76,Cyber Security,46,67,6.7
15780,Student_5780,CSE,Data Science,65,Operating Systems,94,Cyber Security,99,80,8.6
15781,Student_5781,ECE,VLSI Design,67,Digital Electronics,91,Signal Processing,41,75,6.63
15782,Student_5782,ECE,VLSI Design,40,Digital Electronics,91,Signal Processing,89,91,7.33
15783,Student_5783,CSE,Data Science,66,Operating Systems,77,Cyber Security,62,72,6.83
15784,Student_5784,ECE,VLSI Design,47,Digital Electronics,73,Signal Processing,53,93,5.77
15785,Student_5785,CSE,Data Science,78,Operating Systems,71,Cyber Security,53,70,6.73
15786,Student_5786,IT,Data Science,93,Cloud Computing,57,Web Frameworks,46,77,6.53
15787,Student_5787,ECE,VLSI Design,73,Digital Electronics,44,Signal Processing,99,93,7.2
15788,Student_5788,MECH,Thermodynamics,76,Fluid Mechanics,56,Robotics,53,89,6.17
15789,Student_5789,EEE,Power Systems,45,Control Theory,98,Electric Machines,64,99,6.9
15790,Student_5790,CSE,Data Science,98,Operating Systems,64,Cyber Security,54,90,7.2
15791,Student_5791,CSE,Data Science,47,Operating Systems,73,Cyber Security,73,77,6.43
15792,Student_5792,IT,Data Science,93,Cloud Computing,83,Web Frameworks,90,67,8.87
15793,Student_5793,ECE,VLSI Design,73,Digital Electronics,41,Signal Processing,68,84,6.07
15794,Student_5794,MECH,Thermodynamics,72,Fluid Mechanics,59,Robotics,63,92,6.47
15795,Student_5795,CSE,Data Science,70,Operating Systems,43,Cyber Security,57,70,5.67
15796,Student_5796,ECE,VLSI Design,50,Digital Electronics,43,Signal Processing,81,82,5.8
15797,Student_5797,CSE,Data Science,60,Operating Systems,86,Cyber Security,80,98,7.53
15798,Student_5798,MECH,Thermodynamics,64,Fluid Mechanics,83,Robotics,88,83,7.83
15799,Student_5799,CSE,Data Science,46,Operating Systems,62,Cyber Security,77,80,6.17
15800,Student_5800,EEE,Power Systems,60,Control Theory,86,Electric Machines,92,99,7.93
15801,Student_5801,IT,Data Science,41,Cloud Computing,87,Web Frameworks,66,99,6.47
15802,Student_5802,IT,Data Science,62,Cloud Computing,87,Web Frameworks,66,86,7.17
15803,Student_5803,CSE,Data Science,94,Operating Systems,78,Cyber Security,50,72,7.4
15804,Student_5804,CSE,Data Science,77,Operating Systems,81,Cyber Security,78,86,7.87
15805,Student_5805,ECE,VLSI Design,77,Digital Electronics,98,Signal Processing,81,65,8.53
15806,Student_5806,EEE,Power Systems,91,Control Theory,98,Electric Machines,94,87,9.43
15807,Student_5807,EEE,Power Systems,50,Control Theory,51,Electric Machines,71,86,5.73
15808,Student_5808,EEE,Power Systems,48,Control Theory,43,Electric Machines,85,65,5.87
15809,Student_5809,MECH,Thermodynamics,65,Fluid Mechanics,81,Robotics,98,88,8.13
15810,Student_5810,ECE,VLSI Design,58,Digital Electronics,62,Signal Processing,97,85,7.23
15811,Student_5811,ECE,VLSI Design,79,Digital Electronics,63,Signal Processing,61,80,6.77
15812,Student_5812,CSE,Data Science,90,Operating Systems,52,Cyber Security,86,99,7.6
15813,Student_5813,IT,Data Science,44,Cloud Computing,88,Web Frameworks,57,92,6.3
15814,Student_5814,EEE,Power Systems,40,Control Theory,97,Electric Machines,67,95,6.8
15815,Student_5815,ECE,VLSI Design,79,Digital Electronics,89,Signal Processing,40,87,6.93
15816,Student_5816,IT,Data Science,49,Cloud Computing,52,Web Frameworks,42,74,4.77
15817,Student_5817,EEE,Power Systems,57,Control Theory,86,Electric Machines,73,98,7.2
15818,Student_5818,MECH,Thermodynamics,54,Fluid Mechanics,73,Robotics,45,89,5.73
15819,Student_5819,MECH,Thermodynamics,72,Fluid Mechanics,54,Robotics,53,69,5.97
15820,Student_5820,CSE,Data Science,62,Operating Systems,97,Cyber Security,59,89,7.27
15821,Student_5821,MECH,Thermodynamics,51,Fluid Mechanics,68,Robotics,48,77,5.57
15822,Student_5822,CSE,Data Science,58,Operating Systems,84,Cyber Security,77,81,7.3
15823,Student_5823,CSE,Data Science,55,Operating Systems,45,Cyber Security,60,77,5.33
15824,Student_5824,IT,Data Science,42,Cloud Computing,78,Web Frameworks,65,84,6.17
15825,Student_5825,CSE,Data Science,89,Operating Systems,92,Cyber Security,56,93,7.9
15826,Student_5826,MECH,Thermodynamics,66,Fluid Mechanics,75,Robotics,61,66,6.73
15827,Student_5827,IT,Data Science,68,Cloud Computing,48,Web Frameworks,92,71,6.93
15828,Student_5828,IT,Data Science,93,Cloud Computing,51,Web Frameworks,88,88,7.73
15829,Student_5829,EEE,Power Systems,84,Control Theory,68,Electric Machines,56,74,6.93
15830,Student_5830,EEE,Power Systems,93,Control Theory,76,Electric Machines,69,82,7.93
15831,Student_5831,IT,Data Science,53,Cloud Computing,53,Web Frameworks,99,88,6.83
15832,Student_5832,MECH,Thermodynamics,95,Fluid Mechanics,73,Robotics,63,80,7.7
15833,Student_5833,IT,Data Science,68,Cloud Computing,42,Web Frameworks,81,82,6.37
15834,Student_5834,ECE,VLSI Design,69,Digital Electronics,43,Signal Processing,62,70,5.8
15835,Student_5835,ECE,VLSI Design,57,Digital Electronics,89,Signal Processing,88,83,7.8
15836,Student_5836,MECH,Thermodynamics,45,Fluid Mechanics,91,Robotics,71,78,6.9
15837,Student_5837,IT,Data Science,83,Cloud Computing,81,Web Frameworks,77,82,8.03
15838,Student_5838,MECH,Thermodynamics,99,Fluid Mechanics,65,Robotics,93,90,8.57
15839,Student_5839,ECE,VLSI Design,90,Digital Electronics,72,Signal Processing,90,97,8.4
15840,Student_5840,EEE,Power Systems,71,Control Theory,72,Electric Machines,70,80,7.1
15841,Student_5841,CSE,Data Science,96,Operating Systems,81,Cyber Security,65,99,8.07
15842,Student_5842,CSE,Data Science,62,Operating Systems,83,Cyber Security,49,79,6.47
15843,Student_5843,CSE,Data Science,69,Operating Systems,75,Cyber Security,93,92,7.9
15844,Student_5844,IT,Data Science,64,Cloud Computing,95,Web Frameworks,96,98,8.5
15845,Student_5845,EEE,Power Systems,92,Control Theory,57,Electric Machines,42,98,6.37
15846,Student_5846,MECH,Thermodynamics,46,Fluid Mechanics,96,Robotics,57,83,6.63
15847,Student_5847,IT,Data Science,79,Cloud Computing,72,Web Frameworks,99,85,8.33
15848,Student_5848,EEE,Power Systems,85,Control Theory,42,Electric Machines,49,83,5.87
15849,Student_5849,ECE,VLSI Design,42,Digital Electronics,50,Signal Processing,54,73,4.87
15850,Student_5850,CSE,Data Science,75,Operating Systems,52,Cyber Security,96,81,7.43
15851,Student_5851,CSE,Data Science,72,Operating Systems,47,Cyber Security,65,92,6.13
15852,Student_5852,CSE,Data Science,86,Operating Systems,70,Cyber Security,61,87,7.23
15853,Student_5853,MECH,Thermodynamics,59,Fluid Mechanics,72,Robotics,55,95,6.2
15854,Student_5854,IT,Data Science,64,Cloud Computing,62,Web Frameworks,52,92,5.93
15855,Student_5855,MECH,Thermodynamics,84,Fluid Mechanics,90,Robotics,51,65,7.5
15856,Student_5856,ECE,VLSI Design,70,Digital Electronics,73,Signal Processing,94,95,7.9
15857,Student_5857,IT,Data Science,57,Cloud Computing,73,Web Frameworks,84,81,7.13
15858,Student_5858,EEE,Power Systems,62,Control Theory,48,Electric Machines,46,80,5.2
15859,Student_5859,IT,Data Science,94,Cloud Computing,99,Web Frameworks,78,86,9.03
15860,Student_5860,CSE,Data Science,40,Operating Systems,93,Cyber Security,99,69,7.73
15861,Student_5861,ECE,VLSI Design,46,Digital Electronics,45,Signal Processing,42,88,4.43
15862,Student_5862,IT,Data Science,71,Cloud Computing,71,Web Frameworks,57,88,6.63
15863,Student_5863,IT,Data Science,53,Cloud Computing,79,Web Frameworks,99,82,7.7
15864,Student_5864,EEE,Power Systems,96,Control Theory,41,Electric Machines,44,76,6.03
15865,Student_5865,CSE,Data Science,45,Operating Systems,41,Cyber Security,65,91,5.03
15866,Student_5866,CSE,Data Science,73,Operating Systems,93,Cyber Security,88,99,8.47
15867,Student_5867,ECE,VLSI Design,88,Digital Electronics,51,Signal Processing,58,90,6.57
15868,Student_5868,ECE,VLSI Design,99,Digital Electronics,48,Signal Processing,73,89,7.33
15869,Student_5869,MECH,Thermodynamics,55,Fluid Mechanics,75,Robotics,45,89,5.83
15870,Student_5870,CSE,Data Science,51,Operating Systems,40,Cyber Security,44,89,4.5
15871,Student_5871,MECH,Thermodynamics,76,Fluid Mechanics,68,Robotics,72,81,7.2
15872,Student_5872,IT,Data Science,57,Cloud Computing,89,Web Frameworks,48,72,6.47
15873,Student_5873,IT,Data Science,57,Cloud Computing,87,Web Frameworks,98,75,8.07
15874,Student_5874,MECH,Thermodynamics,80,Fluid Mechanics,59,Robotics,78,98,7.23
15875,Student_5875,CSE,Data Science,95,Operating Systems,74,Cyber Security,71,79,8.0
15876,Student_5876,ECE,VLSI Design,46,Digital Electronics,42,Signal Processing,69,99,5.23
15877,Student_5877,MECH,Thermodynamics,64,Fluid Mechanics,74,Robotics,62,75,6.67
15878,Student_5878,ECE,VLSI Design,45,Digital Electronics,54,Signal Processing,60,81,5.3
15879,Student_5879,MECH,Thermodynamics,98,Fluid Mechanics,92,Robotics,94,90,9.47
15880,Student_5880,MECH,Thermodynamics,72,Fluid Mechanics,76,Robotics,41,86,6.3
15881,Student_5881,ECE,VLSI Design,96,Digital Electronics,69,Signal Processing,85,78,8.33
15882,Student_5882,ECE,VLSI Design,80,Digital Electronics,81,Signal Processing,84,85,8.17
15883,Student_5883,EEE,Power Systems,62,Control Theory,68,Electric Machines,69,98,6.63
15884,Student_5884,EEE,Power Systems,82,Control Theory,69,Electric Machines,44,87,6.5
15885,Student_5885,CSE,Data Science,40,Operating Systems,95,Cyber Security,95,72,7.67
15886,Student_5886,EEE,Power Systems,61,Control Theory,96,Electric Machines,53,93,7.0
15887,Student_5887,ECE,VLSI Design,50,Digital Electronics,64,Signal Processing,89,98,6.77
15888,Student_5888,MECH,Thermodynamics,46,Fluid Mechanics,61,Robotics,75,65,6.07
15889,Student_5889,IT,Data Science,89,Cloud Computing,93,Web Frameworks,92,74,9.13
15890,Student_5890,CSE,Data Science,96,Operating Systems,72,Cyber Security,98,88,8.87
15891,Student_5891,ECE,VLSI Design,98,Digital Electronics,70,Signal Processing,68,88,7.87
15892,Student_5892,MECH,Thermodynamics,77,Fluid Mechanics,70,Robotics,71,67,7.27
15893,Student_5893,IT,Data Science,53,Cloud Computing,92,Web Frameworks,96,69,8.03
15894,Student_5894,MECH,Thermodynamics,80,Fluid Mechanics,52,Robotics,42,80,5.8
15895,Student_5895,MECH,Thermodynamics,86,Fluid Mechanics,59,Robotics,66,81,7.03
15896,Student_5896,EEE,Power Systems,86,Control Theory,54,Electric Machines,54,99,6.47
15897,Student_5897,IT,Data Science,49,Cloud Computing,65,Web Frameworks,58,70,5.73
15898,Student_5898,CSE,Data Science,55,Operating Systems,78,Cyber Security,58,98,6.37
15899,Student_5899,MECH,Thermodynamics,79,Fluid Mechanics,94,Robotics,44,81,7.23
15900,Student_5900,IT,Data Science,86,Cloud Computing,76,Web Frameworks,46,77,6.93
15901,Student_5901,ECE,VLSI Design,63,Digital Electronics,98,Signal Processing,58,95,7.3
15902,Student_5902,IT,Data Science,93,Cloud Computing,79,Web Frameworks,61,98,7.77
15903,Student_5903,ECE,VLSI Design,60,Digital Electronics,70,Signal Processing,70,92,6.67
15904,Student_5904,IT,Data Science,97,Cloud Computing,78,Web Frameworks,43,87,7.27
15905,Student_5905,EEE,Power Systems,59,Control Theory,90,Electric Machines,73,84,7.4
15906,Student_5906,CSE,Data Science,49,Operating Systems,98,Cyber Security,82,84,7.63
15907,Student_5907,CSE,Data Science,50,Operating Systems,68,Cyber Security,48,99,5.53
15908,Student_5908,IT,Data Science,59,Cloud Computing,95,Web Frameworks,94,89,8.27
15909,Student_5909,MECH,Thermodynamics,88,Fluid Mechanics,76,Robotics,58,76,7.4
15910,Student_5910,ECE,VLSI Design,56,Digital Electronics,67,Signal Processing,98,90,7.37
15911,Student_5911,IT,Data Science,73,Cloud Computing,69,Web Frameworks,63,76,6.83
15912,Student_5912,CSE,Data Science,97,Operating Systems,86,Cyber Security,43,93,7.53
15913,Student_5913,CSE,Data Science,51,Operating Systems,89,Cyber Security,40,93,6.0
15914,Student_5914,MECH,Thermodynamics,64,Fluid Mechanics,61,Robotics,78,91,6.77
15915,Student_5915,EEE,Power Systems,96,Control Theory,72,Electric Machines,65,77,7.77
15916,Student_5916,CSE,Data Science,44,Operating Systems,99,Cyber Security,60,68,6.77
15917,Student_5917,CSE,Data Science,50,Operating Systems,52,Cyber Security,85,77,6.23
15918,Student_5918,ECE,VLSI Design,42,Digital Electronics,66,Signal Processing,60,86,5.6
15919,Student_5919,CSE,Data Science,43,Operating Systems,64,Cyber Security,93,67,6.67
15920,Student_5920,ECE,VLSI Design,63,Digital Electronics,99,Signal Processing,69,90,7.7
15921,Student_5921,CSE,Data Science,98,Operating Systems,62,Cyber Security,56,81,7.2
15922,Student_5922,IT,Data Science,66,Cloud Computing,60,Web Frameworks,63,89,6.3
15923,Student_5923,MECH,Thermodynamics,95,Fluid Mechanics,61,Robotics,61,86,7.23
15924,Student_5924,CSE,Data Science,56,Operating Systems,65,Cyber Security,86,76,6.9
15925,Student_5925,ECE,VLSI Design,45,Digital Electronics,61,Signal Processing,90,98,6.53
15926,Student_5926,MECH,Thermodynamics,88,Fluid Mechanics,96,Robotics,88,83,9.07
15927,Student_5927,CSE,Data Science,71,Operating Systems,81,Cyber Security,63,82,7.17
15928,Student_5928,MECH,Thermodynamics,79,Fluid Mechanics,74,Robotics,45,85,6.6
15929,Student_5929,IT,Data Science,80,Cloud Computing,81,Web Frameworks,47,72,6.93
15930,Student_5930,ECE,VLSI Design,73,Digital Electronics,92,Signal Processing,91,87,8.53
15931,Student_5931,CSE,Data Science,97,Operating Systems,41,Cyber Security,78,80,7.2
15932,Student_5932,IT,Data Science,56,Cloud Computing,63,Web Frameworks,59,95,5.93
15933,Student_5933,EEE,Power Systems,75,Control Theory,43,Electric Machines,70,89,6.27
15934,Student_5934,MECH,Thermodynamics,71,Fluid Mechanics,88,Robotics,95,90,8.47
15935,Student_5935,IT,Data Science,85,Cloud Computing,97,Web Frameworks,98,98,9.33
15936,Student_5936,ECE,VLSI Design,41,Digital Electronics,87,Signal Processing,84,82,7.07
15937,Student_5937,EEE,Power Systems,59,Control Theory,53,Electric Machines,68,93,6.0
15938,Student_5938,ECE,VLSI Design,70,Digital Electronics,64,Signal Processing,99,78,7.77
15939,Student_5939,CSE,Data Science,65,Operating Systems,86,Cyber Security,67,80,7.27
15940,Student_5940,ECE,VLSI Design,65,Digital Electronics,41,Signal Processing,71,87,5.9
15941,Student_5941,MECH,Thermodynamics,51,Fluid Mechanics,49,Robotics,80,92,6.0
15942,Student_5942,MECH,Thermodynamics,53,Fluid Mechanics,97,Robotics,85,75,7.83
15943,Student_5943,EEE,Power Systems,70,Control Theory,48,Electric Machines,53,94,5.7
15944,Student_5944,ECE,VLSI Design,73,Digital Electronics,57,Signal Processing,75,74,6.83
15945,Student_5945,CSE,Data Science,81,Operating Systems,92,Cyber Security,45,71,7.27
15946,Student_5946,EEE,Power Systems,44,Control Theory,56,Electric Machines,68,74,5.6
15947,Student_5947,CSE,Data Science,70,Operating Systems,74,Cyber Security,48,78,6.4
15948,Student_5948,IT,Data Science,67,Cloud Computing,68,Web Frameworks,99,81,7.8
15949,Student_5949,CSE,Data Science,69,Operating Systems,55,Cyber Security,60,79,6.13
15950,Student_5950,ECE,VLSI Design,58,Digital Electronics,83,Signal Processing,63,96,6.8
15951,Student_5951,EEE,Power Systems,94,Control Theory,92,Electric Machines,50,81,7.87
15952,Student_5952,IT,Data Science,60,Cloud Computing,79,Web Frameworks,58,72,6.57
15953,Student_5953,MECH,Thermodynamics,54,Fluid Mechanics,52,Robotics,65,93,5.7
15954,Student_5954,MECH,Thermodynamics,93,Fluid Mechanics,93,Robotics,84,95,9.0
15955,Student_5955,ECE,VLSI Design,53,Digital Electronics,47,Signal Processing,42,65,4.73
15956,Student_5956,ECE,VLSI Design,57,Digital Electronics,71,Signal Processing,94,86,7.4
15957,Student_5957,ECE,VLSI Design,87,Digital Electronics,57,Signal Processing,73,77,7.23
15958,Student_5958,EEE,Power Systems,66,Control Theory,75,Electric Machines,95,74,7.87
15959,Student_5959,IT,Data Science,68,Cloud Computing,41,Web Frameworks,73,68,6.07
15960,Student_5960,CSE,Data Science,42,Operating Systems,68,Cyber Security,50,69,5.33
15961,Student_5961,EEE,Power Systems,43,Control Theory,99,Electric Machines,41,90,6.1
15962,Student_5962,EEE,Power Systems,91,Control Theory,65,Electric Machines,73,92,7.63
15963,Student_5963,EEE,Power Systems,51,Control Theory,71,Electric Machines,93,90,7.17
15964,Student_5964,IT,Data Science,59,Cloud Computing,80,Web Frameworks,75,82,7.13
15965,Student_5965,CSE,Data Science,56,Operating Systems,77,Cyber Security,96,68,7.63
15966,Student_5966,EEE,Power Systems,72,Control Theory,86,Electric Machines,82,80,8.0
15967,Student_5967,IT,Data Science,84,Cloud Computing,92,Web Frameworks,83,74,8.63
15968,Student_5968,CSE,Data Science,42,Operating Systems,44,Cyber Security,73,85,5.3
15969,Student_5969,MECH,Thermodynamics,47,Fluid Mechanics,55,Robotics,42,86,4.8
15970,Student_5970,ECE,VLSI Design,65,Digital Electronics,42,Signal Processing,83,71,6.33
15971,Student_5971,ECE,VLSI Design,74,Digital Electronics,90,Signal Processing,67,76,7.7
15972,Student_5972,IT,Data Science,68,Cloud Computing,72,Web Frameworks,51,83,6.37
15973,Student_5973,MECH,Thermodynamics,89,Fluid Mechanics,57,Robotics,46,92,6.4
15974,Student_5974,EEE,Power Systems,48,Control Theory,84,Electric Machines,60,76,6.4
15975,Student_5975,MECH,Thermodynamics,50,Fluid Mechanics,74,Robotics,72,86,6.53
15976,Student_5976,EEE,Power Systems,53,Control Theory,78,Electric Machines,78,93,6.97
15977,Student_5977,IT,Data Science,92,Cloud Computing,92,Web Frameworks,54,91,7.93
15978,Student_5978,ECE,VLSI Design,70,Digital Electronics,47,Signal Processing,64,96,6.03
15979,Student_5979,CSE,Data Science,91,Operating Systems,72,Cyber Security,49,79,7.07
15980,Student_5980,EEE,Power Systems,75,Control Theory,79,Electric Machines,52,93,6.87
15981,Student_5981,ECE,VLSI Design,93,Digital Electronics,88,Signal Processing,73,88,8.47
15982,Student_5982,ECE,VLSI Design,44,Digital Electronics,55,Signal Processing,47,97,4.87
15983,Student_5983,EEE,Power Systems,86,Control Theory,55,Electric Machines,51,66,6.4
15984,Student_5984,ECE,VLSI Design,61,Digital Electronics,85,Signal Processing,66,67,7.07
15985,Student_5985,IT,Data Science,63,Cloud Computing,58,Web Frameworks,63,65,6.13
15986,Student_5986,CSE,Data Science,59,Operating Systems,61,Cyber Security,40,65,5.33
15987,Student_5987,EEE,Power Systems,72,Control Theory,67,Electric Machines,83,77,7.4
15988,Student_5988,IT,Data Science,43,Cloud Computing,43,Web Frameworks,79,69,5.5
15989,Student_5989,IT,Data Science,69,Cloud Computing,55,Web Frameworks,83,79,6.9
15990,Student_5990,MECH,Thermodynamics,56,Fluid Mechanics,71,Robotics,65,99,6.4
15991,Student_5991,IT,Data Science,60,Cloud Computing,59,Web Frameworks,91,67,7.0
15992,Student_5992,EEE,Power Systems,48,Control Theory,61,Electric Machines,92,85,6.7
15993,Student_5993,CSE,Data Science,93,Operating Systems,83,Cyber Security,80,73,8.53
15994,Student_5994,ECE,VLSI Design,46,Digital Electronics,82,Signal Processing,85,74,7.1
15995,Student_5995,ECE,VLSI Design,66,Digital Electronics,67,Signal Processing,63,96,6.53
15996,Student_5996,IT,Data Science,45,Cloud Computing,64,Web Frameworks,80,66,6.3
15997,Student_5997,CSE,Data Science,74,Operating Systems,79,Cyber Security,67,96,7.33
15998,Student_5998,EEE,Power Systems,87,Control Theory,95,Electric Machines,80,76,8.73
15999,Student_5999,ECE,VLSI Design,62,Digital Electronics,59,Signal Processing,68,83,6.3
16000,Student_6000,MECH,Thermodynamics,87,Fluid Mechanics,59,Robotics,56,87,6.73
16001,Student_6001,MECH,Thermodynamics,57,Fluid Mechanics,41,Robotics,66,68,5.47
16002,Student_6002,MECH,Thermodynamics,90,Fluid Mechanics,88,Robotics,75,89,8.43
16003,Student_6003,CSE,Data Science,87,Operating Systems,95,Cyber Security,94,91,9.2
16004,Student_6004,MECH,Thermodynamics,97,Fluid Mechanics,59,Robotics,91,89,8.23
16005,Student_6005,ECE,VLSI Design,54,Digital Electronics,42,Signal Processing,86,69,6.07
16006,Student_6006,MECH,Thermodynamics,64,Fluid Mechanics,76,Robotics,58,74,6.6
16007,Student_6007,CSE,Data Science,77,Operating Systems,59,Cyber Security,41,75,5.9
16008,Student_6008,CSE,Data Science,54,Operating Systems,77,Cyber Security,68,72,6.63
16009,Student_6009,ECE,VLSI Design,47,Digital Electronics,59,Signal Processing,73,77,5.97
16010,Student_6010,ECE,VLSI Design,45,Digital Electronics,86,Signal Processing,63,71,6.47
16011,Student_6011,MECH,Thermodynamics,98,Fluid Mechanics,54,Robotics,74,96,7.53
16012,Student_6012,CSE,Data Science,48,Operating Systems,70,Cyber Security,93,83,7.03
16013,Student_6013,MECH,Thermodynamics,94,Fluid Mechanics,42,Robotics,67,90,6.77
16014,Student_6014,ECE,VLSI Design,48,Digital Electronics,68,Signal Processing,99,86,7.17
16015,Student_6015,EEE,Power Systems,61,Control Theory,86,Electric Machines,40,75,6.23
16016,Student_6016,MECH,Thermodynamics,96,Fluid Mechanics,97,Robotics,53,85,8.2
